person_id_B,first_name,surname,street_number,address_1,address_2,suburb,postcode,state,date_of_birth,age,phone_number,soc_sec_id
07ed552c-534a-43fa-ada1-aa75ae74f914,natalia,white, 53, clive steexe avenue, colooli village, flinders park, 2161, w, 19711007, , 04 05897196,5243081
cb45ca22-e83a-43f5-b54f-50171bfcae31,caitlin,bradshmaw, 2, batcheloe treet, , wynnum est, 5017, nsw, 19010130, 27, 08 15372267,3521790
77da7f2b-bdb0-4a2d-9a34-cdea49ea348b,hugo,hobson, 1, spalding street, , peteread, 3844, sa, 19851813, , 04 65875586,6708956
e0d4cb2e-2d61-4325-9ee6-4183ed2ae477,amy,white, 32, smih kingsford drive, , thornliegh, , vic, 19500910, 36, 04 31040725,2406935
d26e1de5-e7e6-4c0e-b5e5-c0f996feefb8,daniel,plubm, 8, heard street, serenity, erskiqne, 2233, nsw, 19760519, 29, 04 88199337,2725621
ad7e1195-8160-4dc7-a715-019712e26a11,campbell,ngjyoen, 219, neworra place, , padstow, 2207, vic, 19620604, 26, 08 37821953,3505230
25ca72bb-cc64-48e5-b93b-e54871fa73a3,max,nguyen, 44, place bushby, , glen huon, 2464, nsw, 19930507, 20, 04 96673301,4401202
90b938cd-5150-4c93-9904-b8141266edf6,shantal,campbell, 5215, , , , 3450, nsw, 19120607, 27, 07 05277220,9646201
5ff5a365-d1b4-410d-977a-f700337b70bc,bethany,buckell, 29, cox sgreet, , mount eliza, 4371, sa, 19120520, 28, ,8744072
6b2dc777-f46a-4c06-bb35-4391bd966ed5,tylet,herbeft, 28, elimatta street, , rye, 4817, qld, 19760920, 25, ,2116700
7dcbef71-386c-43da-8a2d-87a5add3a882,holly,ravlic, 2779, weaver place, , brunswick west, 3033, , 19310727, 11, 08 13294726,6592743
3fb5d34c-6b45-4109-84a5-ce232954c475,matthe,glass, 160, blowering street, arawang, hannans, 2210, sa, 19490816, 29, 07 55804452,9626434
2d719b2b-8c26-4699-8571-8b1827fd4414,aidan,beemzter, 12, wheeler cerscent, , parmelia, 2080, , 19550116, 24, 08 28839349,3292160
097341ae-7de2-4e53-ae79-364c5a48d6ae,hannah,rawlings, 118, len waters street, , gunn, 7091, viv, 19470087, 24, 03 36799167,9618053
83b42cad-d31f-4172-b8cd-d7407812e889,joshua,gutsxinu, 16, barron street, , coffs harbour, 3633, nsw, 19977014, , 02 72629695,9352185
2c863cf8-0e21-4d89-a56a-c6ff650ef50d,mathilde,nobld, 7, birrell street, , cronullaa, 3806, qld, 19120212, 32, 08 24152359,3875486
c43d5aa2-32fc-46d0-a8b4-61f7fc3b66af,joshua,dealy, 23, getting crescent, , mill park, 5159, act, 19330701, 23, 02 50031028,4662336
7d9f7b52-a94f-44a2-ae9e-96dfe6aed9cc,sarah,paine, 242, quinlivan crescent, parklands estate, cooroy, 2550, nsw, , 25, 03 36092252,8368823
d5d5fcac-faa9-4e32-9845-c4e0d434149b,jaimee,van keulen, 4, barnettclose, bonnie doon, carrum, 3167, qld, 19890223, 23, 03 46626223,6131737
a0252a33-9f62-485d-a688-8c7168684701,kelse,novak, 17, julius street, , wheeo, 3076, we, , 9, 03 49737327,3397718
1327cff6-cbc1-4ee9-a889-37eb22c6ecab,nichlsa,carmofy, 11, britten-jones drive, paddington place, applecross, 4897, nsw, 19260520, 36, 03 33873044,2932489
c8ca1547-941a-48de-b65a-4a36541fe5c4,aliess,nguyen, 80, belconnen way, , hesket, 7260, nsw, 19560707, 29, 02 36262503,6694350
a3b79035-e3f6-45c6-b8ae-db223bed4b38,alexander,grainger, 653, gadali crescent, spring vale, blampied, 6061, nss, 19261110, 92, 04 37679539,6063106
147f36d9-c8b4-4838-86d7-fafcf1088247,meggie,pasce, , spring range road, , taralga, 4305, nsw, , 03, 04 34072627,9155794
e192f9a2-c415-45fe-a5a1-127acae3926f,oliver,spalvins, 49, groom dtfeet, parks cottage, bangor, 3081, wa, 19770416, , 08 68930930,6563905
4c0c1bac-ed9c-4b41-a87f-09460ea1e52d,kelsye,nguyen, 10, david srreet, , piies, 6450, nsw, 19207311, , 04 07650326,4663550
a7129d57-2ea5-4a05-bfd7-eb743ab5bf24,vanessa,curwen-walker, 56, , , mosman, 2830, nsw, 19230404, 23, ,2109951
7303fee6-580f-472a-974c-e6b60b47eeef,kye,camp, 20, majura avenue, , toormina, 2653, qld, 19790413, 91, 02 52492975,2504717
2e3a0fea-6d29-4c46-905f-464708b76b1f,natahsa,shelley, 18, street condell, , clare, 2528, qld, 19390728, 31, 08 75569359,7373924
712bd4f9-4ad2-4870-9a22-7a907129057c,timotyy,mcdermkq, 30, , , wanneroo, 3073, vic, , 24, 02 09653958,2023760
47e3d134-fbb1-4e0a-ba95-53e9cb23c1f5,talyq,webg, 10, bugden avenue, , pacific paradise, 3044, wa, 19720118, 30, 07 36021018,7416910
7f33f15f-ac50-4fd2-a765-8ac1bdd1c31f,jordan,noble, 293, herschell circuit, , kalorama, 4805, nsw, , 30, 07 78720941,4960820
2ad00f20-6a10-470d-b8cf-0037cc7d9e0a,ella,mussell, 28, sellwood street, , east fremantle, 2197, qlde, 19240720, 33, 07 87826117,6006125
3b886b17-f9d7-4c62-83e2-a253f038fccb,william,monteleone, 41, lambert street, , shellharbour, 2602, nsw, 19091716, 35, 03 18969405,9580139
b41be432-a1b9-46f9-9c61-0a36ce81b47e,timothy,kemwp, 186, brookman etreet, , allambie heights, 4000, qld, 19850811, 12, 04 32908921,8538335
82b86294-dbce-4698-b8d7-cf9f517c8f87,taylah,colemtan, 96, whitelaw street, st francis village, normanhurst, 2779, vic, 19981314, 23, 03 73137453,1286088
9c60235f-647c-4dff-b3f8-607387814f1a,lucy,flacco, 62, jerrabomberra avenue, , greensborough, 4737, wa, , 30, 02 48570471,1661573
cc097ec5-85c5-4da1-9d3a-d2d1e8f57bb2,rebrkah,marine, 13, jeffcott place, fleetwood, maryborough, 4069, wa, 19430513, 42, 04 35513080,6854581
22bab852-b96c-4009-a67e-137143ea4a14,madelina,mccldland, 28, ballumbir street, , palmers island, 2076, nsw, 19770915, 32, 03 36338790,6131053
ed227846-b24d-4ce2-b3b2-ce10dc605c54,arki,paduszynski, 3, warramooc tescent, , penrsth, 4170, vic, 19960708, 13, 02 07398086,3411541
4d65b0f3-480d-4681-b10f-d06de7fbb14a,brodie,lomma, 48, diamantina crescent, rosehill, ingleood, 4818, , 19341021, , 04 49922083,7903292
117705b9-79fa-46ac-92f5-b7f69b8e4374,james,cambell, 1091, shellshesr place, , st kilda, 2219, sa, 19240417, 38, 04 02574086,9318007
4f64bf2a-0a9d-4d32-8a81-10592900c664,joel,white, 97, madigan ktreet, , avondaleghwights, 3620, vic, 19700616, 25, 07 65392360,6990259
1c569a72-ad0c-4bc7-a3cd-0c43193ff8aa,benjamin,denhoxm, 82, hugh mckayrcrescent, , toronto, 3149, wa, 19050176, 26, 03 28404495,5595187
02e96fc3-d3af-4b41-b2f4-a22a153fc39c,jahw,mcnicholl, 16, malcolm place, , belmont, 2436, , , , 04 37078549,6807564
06f3e5dd-7a27-46b4-8d55-c037febc7ecf,samuel,coffeh, 12, boroniad rive, evergreen, coffss harbour, 3802, qld, 19081120, , 04 70246071,9189098
eb0378fb-1b7c-4ceb-be85-315273c7d864,kaseyi,biahop, 153, hyndes crescent, unt 1, broadmeadows, 3912, tas, 19730516, 20, 07 19974713,8695459
a521916f-c093-422d-a227-c00feffcb04d,alyssa,heron, 277, mcraeypelace, koenarl, kayena, 3162, nsw, 19771352, , 04 62397183,9615716
997ee9e1-5dbe-4da1-a47d-3f24a9e63cd5,benjamin,wight, 82, bacchus circuit, , seaton, 3150, qld, 19329912, , 03 76961517,2129315
5c38a9bf-42e1-4ac9-82a7-a6c5db62298d,tob,mason, 203, samuels crescent, parkmoor, tennyson, 3121, nsw, 19340290, 38, 04 04554213,7913648
f70b8762-e985-4b9b-9600-e8ac5c63e47e,taylor,littlely, 553, starke wsareet, , mill park, 4804, , 19231212, 26, 03 69455798,6040245
4513c7e3-d7b0-45f9-9471-0e2a4689b21a,joshua,maslich, 55, macrossanscrescent, , bonythno, 7015, nsw, 19080831, , ,4231198
0ad2e24a-e9b5-4c53-b2de-913b54b165d0,brodee,girdljer, 40, , , the narrows, 5554, vic, 19500626, 23, ,4062191
6193c6b5-b6fe-4c01-9e27-4edd0f9f2e82,william,baynes, 90, mckay street, , hoppers crossing, 2138, sa, , 25, 02 45633118,3782992
d70ff2ab-696c-433a-8201-95843490df76,hari,, 15, ellersto navenue, , emerald, 2095, , 19330207, , 08 51647668,6532234
a45fb55b-5fbe-441d-a161-5deb3ea8e949,alana,allanby, 4, cantor crescent, , eatons ill, 2176, vic, 19901013, 9, 04 78569616,7749174
9ea4968d-0cfe-4bf4-8a47-b459d614f3af,madeline,brack, 172, delegate xtreet, , margaret river, 2713, qkd, 19701113, 28, 08 61285885,2166527
6d9ab56e-2afb-4117-85ec-9c967a5016ba,alexq,rosa, 14, , , blakehurst, 4226, , 19011191, 26, 07 04417585,7231168
9faa1d5a-1898-468a-9daf-b5bee6904f9b,elizw,blacjwell, 1, pinkerton ircuit, , munster, 2870, sa, , 38, ,9415290
36983049-d5ba-49a7-9a34-fb570ce190e6,hayley,grossdr, 88, bean crescent, , long jetty, 3621, , 19600331, , 03 56555820,2495525
1752e6d4-9c38-4dbc-9f1b-0bb642c25a51,caitlin,sherriff, 182, foskett wtreet, , coromandel valley, 2640, qld, , 38, ,4783092
a3a1d2e3-4931-4411-8e98-3efa04c5e665,jajc,szprega, 4, connelly place, , macquarie fields, 5035, , , 35, 08 01267509,4173947
bfa996e8-3ff0-4b6a-b344-cd280572bdc9,kaitlin,gerogles, 18, , cave hill creek, malvern east, 2440, wa, 19796704, , 07 74190015,4453400
8ac9fa1d-9253-4736-80a3-ac57c1cf39b2,lynton,bristow-dmith, 35, street rjllston, uling a, peregian beach, 3350, qld, , 28, 08 12307072,8324251
1c3ded27-5776-44d7-b89e-3395374ea37a,olivia,beams, 61, bingara place, , pymble, 3909, nsw, 19520717, 23, 04 14201344,2202477
0ef7d0b8-6b95-4685-accb-064fa808c4e1,carbone,graczie, 28, barden place, sundowner centre, cranboyrne, 2852, nsw, 19931230, 32, 08 47282526,7352586
01e1ff42-ead9-4605-84f4-9d4b3b5ce7e4,leslie,rosve, 64, fifth street, redfern station, st kilda, 5192, nsw, 19040705, , 02 10229415,8161308
12fa9e75-6a1a-49fc-b2e8-0a43ae495bc2,emmerson,reid, 187, angas sreet, , frankston, 6650, vic, 19360805, 28, 04 93598722,2412992
219541a8-fd33-476c-9b6b-9b2860cec0e9,emiily,green, 246, sternberg crescent, house 254 durack garden caravn park, wangaratta, 6149, nsw, 19370161, , 07 55262623,6424908
ec2a418b-5ec3-4609-861e-4bb02289993c,timothy,kowalr, 45, powlett street, willow dale, kempwey, 2428, vix, 19850417, 24, 08 48014499,8876174
f6ff6f70-5c6d-41d8-a720-e3bcf4508657,catherine,gawthrop, 36, tauss poace, hillcrest specialist centre, broadmeadows, 2143, vkc, 19503911, , 03 27854946,9439904
78b2a8e7-75b7-44cc-a959-70b35057d9c2,jasmine,clarke, 10, circuitaweddin, , elwood, 4680, nsw, 19630054, 40, 02 77521799,7194555
4f2a09d6-501d-45fa-9bbe-c7f514fa41cf,brando,whit, 3, baseby place, , balaklava, 2148, sa, 19181114, 28, 02 53716904,9533300
d8c687ad-ae7b-41da-891b-8821ad089060,cooper,thrussell, 10, hawker street, , sylvania, 4567, , , 42, ,1671202
4c5e44ab-a56a-443f-a99a-c9555eb6a277,rapson,aludha, 1, callaway crescent, merlewood, currajong, 2160, tas, , 28, 04 41588682,5026102
c8efa141-c6b2-461e-a350-2399a1c3bb65,joshua,campjell, 4, chuculba crescent, glenmore, primbee, 3188, , 19410907, 6, 07 23627968,5310449
f8b29130-53fc-4578-8d8f-472e374d3f66,emalene,drechsler, 79, rosman circuit, clear creek, batemansfbay, 4207, nsw, 19729817, , 07 15223317,8201831
64ddcb14-374c-488d-b5c0-c3c77bd6ac45,harry,crook, 145, ainsworths treet, , south grafton, 4556, qld, 19525519, , 04 87607804,4497339
761e9baa-0935-478e-a47e-7d70ec1f9ea2,mitchell,koolen, 13, crowleyndourt, upper meroo, bray park, 4814, , , 29, 04 66042159,2748162
b92eca68-5047-443e-8e3d-128f2cd831a0,gus,, 10, epenarra close, , cooran, 2487, vic, 19200063, , 04 31261158,7392815
06f0267b-01ad-47cf-93a5-e861c04de45b,holly,orbomns, 1, buchanan street, pendleside, canleyxvale, 5113, wa, 19315111, 30, 08 74465255,2625349
0de67c43-b7dd-41eb-adde-41ed34fce1bd,montanna,baynes, 174, richmond street, , wantirna, 4112, sa, 19876430, 32, 02 37059755,1027843
704ff88e-303c-4bdf-9bd1-036cbb7cf0c2,aha,cowell, 9, tatchelloqtreet, bramhall, bondi junction, 4124, nsw, 19900714, 28, 04 52345933,4620417
677acb40-3165-4aa7-bcd1-d7a5e7f1959e,ema,quilliam, 97, preddey way, , karloo, 4689, sa, , 21, 03 41237968,8403339
d4fa7bca-7c21-4722-b5ed-4fb9b32f0b26,wilson,white, 60, tilden pslce, , toowong, 4207, qld, 19211125, 32, 03 48078035,5393396
f7927f73-1afc-4153-bd67-0f44459706ca,giuseopi,kily, 61, marcus clarke street, , thornie, 6254, nsw, 19730706, , 08 97367284,3613958
ee2c3d91-00d8-4cb4-9212-7ed98291b344,bedding,carewee, 23, theodore street, willtarny, benowa, , nsw, 19770716, 33, 08 09054502,5674756
465a1aaf-a9a9-4244-9490-0b88b5023a39,yasmmn,schuster, 314, allen place, , burpengary, 4825, qld, 19850126, , 02 57922057,9860873
92d0d1ea-5643-4e9c-afff-7476878959cc,joshus,ahwah, 2025, gidjili place, rocklea, urangan, 4105, vic, 19620414, 37, 03 78841114,3827083
9224134e-335a-4c09-85a2-97facfec6ec8,grace,menssen, 294, hobdayphace, , cann river, 2575, nse, 19270116, 26, 03 66216888,1188992
b278dab3-42ce-445b-9e7d-c1b1fae67d83,jessica,blackwell, 97, rene street, inglewood cttage, 4680, prospect vale, qld, 19631020, 22, 07 39528894,4305933
2aa700bd-4139-416d-9167-b06fbda75f09,emzm a,mcphail, 3, frater crescent, , surry hills, 4556, nsw, 19989030, 7, 08 98996911,9314869
40f854f1-13c2-4762-b5d2-e42b8c1f568d,luke,bishop, 8, jasper close, , malabar, 4152, nsw, 19830106, 25, 08 09722242,7350854
1cc55dd5-1fce-42de-b630-e3ce5e27c408,taylor,green, 4, , st john of god hospital, paradise waters, 2234, qld, 19790222, 38, 08 28630597,8277967
44a61cb3-0f1e-4a62-bbbf-05ae5c69c613,harriet,hage, 8, groom sreet, , punchbowl, 4133, nswf, 19360312, , 07 16946368,9628241
1cf09838-b012-4f64-9cf4-591c173ab943,aleisha,kalnns, 13, fleay plsce, , murarre, 2655, nsw, 19540327, , 08 42674904,8567884
1844955a-df75-4826-b929-d543df164899,lauren,mew, 17, holmes crescent, wongamine, caulfuld, 3020, qld, 19841211, 28, 04 69152460,7449523
cecc6689-f9eb-4a7b-94d7-73a9e5cdb4d8,harvey,markov, 220, , , kiewa, 6018, wa, , , 02 94326255,4184760
bff36704-0cd3-4ac7-aec2-eb9657520c11,oliver,miceaky, 6, cullen street, , balldale, 4650, nsw, 19090413, 22, 07 90326247,9790214
4b25c995-cd6a-41be-8d26-8e5963e05590,zachariah,weidenhofer, 8, bugden avenue, , balcatpa, 3350, , 19720512, 21, 02 06589058,7837665
a3a726b7-8a69-434c-acf1-8ba5ab53887e,delaney,manthorpe, 48, ragless circuit, parklands village, warrznoyte, 5163, vic, 19140131, 8, 03 23635827,1133470
ec957ee8-14e0-48a0-949b-49ddade13e6a,,white, 1, hawker street, wheatlea, wendouree, 3838, qls, 19704610, , 08 60188197,1593733
9d4e80a0-422b-4fe5-a68b-277a39d588d7,mila,alberglni, 2, macgregor street, , hawthorn, 5045, vic, 19511100, 20, 07 41432296,8619497
fcec6197-0e12-4e70-8b21-d9ce88be6b29,ruby,butt, 103, , wollartukkee, east frdmantle, 4814, ww, 19430110, 30, 02 88839517,6932569
c8ebbb5c-0542-4e22-a3e4-cc9e8a76a2b8,mia,winfiekd, 8, , middle earth, lindenow msouth, 4210, qln, 19600414, , ,6925345
54c97243-d3d7-444d-9dd5-4745eb5a46e9,brock,robert, 18, carlile street, , bayswater, 2170, wa, 19570265, , 08 31131989,2115425
9b99eab8-f18e-4ba2-bbcf-9a31c6cc2cfe,talah,milrs, 17, , , banmup, 5062, nsw, 19763215, , 04 10053616,8707522
32278765-7e25-4a33-a382-e07bdada581a,millie,tschirpig, 6, clianthuskdtreet, , corio, 7248, nsw, 19150604, , 08 97128481,4045958
32319a43-9028-4022-992f-3da4b1ae1db3,,reid, 83, blamey crescent, ardlui, the entrkance, 5037, vic, 19290823, 36, 07 99799417,7662322
4b5da7cc-db34-4eca-9e0b-96570911893a,shannon,zbierski, 13, victoria street, , , 6159, vic, 19206002, 20, 08 37747563,7030399
09f24a48-aa30-4573-b1ae-8d04af3ad5de,brydon,stanley, 41, melrose drive, , redbank plains, 2486, wi, , 40, ,9539244
d4b580f9-b756-4d26-8913-49df98ef696a,liam,ngai, 5, spalding slreet, brentwood vlge, kingaroy, 5000, vicxp, 19940530, 37, 07 91630735,5588495
f46a741e-e660-45dc-a2e6-d55af66f1729,brock,lucas, 1, wattle street, lazy acres, cloverdale, 4610, nsw, 19080919, 41, 08 05287640,7505689
6bfd8660-ab00-41f4-bd16-7108dcf0fe16,ellie,kluske, 156, majuraavenue, , railtoh, 5535, nsw, 19531023, 11, 07 56770290,7820291
99bc923c-4b7d-45a5-8f90-7ecf787c6d28,benjain,alexander-grieve, 9, duffy btceet, rowethorpe, summer hill, 3188, qld, 19270131, , 08 61454860,5960729
71223678-2e6c-4993-bcff-caffefa0db76,talia,webh, 1, conley drive, , swan bull, 2540, tas, 19520426, 32, 08 50962268,9612659
bc4e57bd-78c5-4c5c-8232-5febe8ffeef9,jessia,tu, 37, spencer street, , moree, 4224, qld, 19720814, 30, 08 35816430,3330267
0c551d80-cf45-4cc3-881d-2469b464ec46,bella,stanley, 100, beasley street, , cudal, 4807, act, 19640112, , 07 11189696,9117455
c2ec76c1-e14f-4b9a-999e-25445a398078,kai,stubbs, 5, paul coe crescent, , ellenbrobq, 6062, , 19460709, , 08 47006575,9104983
e1f77f3c-117f-43a5-9718-fb575eda294a,elli,weller, 4, nicholaswstreet, , parmeoia, 4066, sa, 19520810, 21, 07 61416307,8447043
71be099c-ef16-47b3-9786-1c4d899bb4ba,kimberly,cochrane, 27, henry melville crescent, , sunshinenorth, 4112, vic, , 33, 04 20574228,3692837
4b0e92fb-f9c8-4105-bc1b-81c13db5a981,talia,clarke, 6, slessor crescent, , alice kjorings, 2448, ns, 19501016, 32, 02 74976477,7859009
f73be346-a2d6-480f-8c83-68562751a182,rhsy,hazegl, 16, medley street, timbara, wynyard, 5241, vic, , 29, 03 65258486,7118164
ad6cea33-e3a1-4c32-a8f2-895fb0d541b6,madeline,coleman, 5, thomas hartstreet, , burdett, 5272, sa, , 73, 02 27621475,4924347
e310c74d-17c0-43d6-8d9a-1f45ea77ce2f,adrian,dixon, 16, curr place, shopping centre, auburn, 4746, , 19681250, 29, 02 75452852,6853024
8e8ff6d1-453c-4223-9e66-897ed427b95f,talus,webb, 2, marrakai street, , tuggerah, 4224, sa, 19961108, 12, 04 85600479,6456889
033f1492-10c9-4eac-83e9-d7110aab508b,madison,passey, 91, wettenhalkl circuit, , west kames, 4350, nsw, 19530402, 33, 04 89899748,1349005
21c7cc0b-0fe2-4fe3-b1e0-a2b13fb6c999,jamie,jeffrkes, 7, beirne srnreet, , crookwell, 0870, qld, 19780106, 22, 07 22724870,4854207
a0180912-d18f-4712-9d0a-f669b1b1e0b7,,eglite, 10, yellowbox road, , kingston, 2161, wa, 19050429, 48, 03 75230427,8770070
1e78cf09-c02a-4244-97dc-763f389cd0a5,llt,kusheew, 159, marawa place, tubrubucca, hillston, 4035, nsw, 19530728, , 04 24273861,3130243
f1b37b34-0890-4872-ac86-aed6f5c2231d,william,brooker, 31, nicklin crescent, , reynella, 2210, vic, 19810509, 27, 02 47335138,4487980
5d1b84a2-239c-4d3c-af95-f1c9e34660c6,milqer,tebb, 473, clancy street, , granvile, 2601, , 19214015, 36, 02 65079119,4054088
e1807334-3c21-4bba-a694-5907e5626b93,mitcyell,reid, 72, newdegate street, , rivett, 2641, , 19614029, , 02 78609189,8924364
33ba5970-0f0c-4c1c-b2e9-cd328f45ad45,benja min,boweran, 15, tuthill place, kames, merrimac, 2176, vic, 19770712, 37, 07 81073951,2107211
c5a54cb5-d852-4060-8030-a62fda770ca0,harry,noble, 7, downes place, mornington ret vlg, tweeed head, 7320, nswd, 19880126, , 03 16346614,7178736
33203251-6533-446d-8158-b233c917fabf,katelyn,ryabg, 11, , , east fremantle, 6011, vic, 19470324, 38, 04 16941026,2381093
b9e4c77e-fb6e-4dbc-85d2-9dceb04361ba,jedp,campain, 44, burrendong street, , moss vale, 3073, wa, , 24, 07 09400989,1624537
4b6b6ede-db53-4dfc-8480-719ee0726f02,connor,prieqx, 55, kootingal street, milamba, north haen, 4078, vic, 19300206, , 08 26322534,6522523
2fa97742-aa16-4075-b581-91e43af0a881,nicholas,snell, 25, geerilong garden, , bindog unsra, 6155, nsw, 19350731, 32, 03 94382625,6509369
9dd3d568-a83b-475a-9d42-a4dd661a2b49,nicholas,cambell, 4, shumack rtreet, , cleveland, 4560, nsw, 19870915, 31, 02 04843345,4680303
9cae0991-90f2-48b7-9719-4be31ead9697,sienna,fuanli, 35, mountain circuit, , rose by, 3859, nsw, 19090307, , ,6509461
71b08802-f439-44c4-9641-ee331e1a4ef5,este,clarke, 5, griffith place, , , 3136, wa, 19721215, 38, 03 65853407,9496087
83ec2ff3-6e66-47d9-a7f9-66dfa2338e1c,adela,herbern, 206, canopus crescent, , lower templestowe, 2236, qld, 19810901, 27, 08 89023312,4956956
2a25dc03-93b9-4ee1-99ea-81dbd5d5d06e,ethan,grewn, 2, lambrigg street, , blacktown, 5131, , 19690213, 93, 07 36520592,7828499
8fbc1594-ce75-4b6c-a64c-b51444717656,ella,reid, 70, tarrabool street, , emu plains, 6046, nsw, 19164023, 28, 08 56222773,1039569
d3a8ac77-69c4-4add-a384-5a0959037e09,barkka,vaccro, 59, totterdell street, oakdale, clovelly, 3133, nsw, , 33, 03 33193952,6119335
6ec76cb4-cae4-4c9d-9be6-7df270d3c535,campbell,stanley, 86, rollston street, , punchbiwl, 3233, nsw, , , ,3602740
a4b94a63-5dce-4cf4-a107-67cc2befa94e,abbey,witty, 940, holmes crescent, , toogoom, 3173, nsw, 19381219, 29, 04 33542243,1514702
1be3f6c6-1318-46bc-b23e-481f023f05ad,amy,carmldy, 2, blamey croescent, , eumundi, 2400, nsw, 19549712, 32, 04 67761461,6964284
095206eb-a648-4d7c-bb02-c1aceeaf777c,natassia,meseke, 81, shepherdson place, , balarat, 3021, nsw, 19090125, 27, 02 98904249,8428783
2a246407-6ebc-4448-a68a-d2e20c6a23cf,wilson,gilljrd, 51, sandover circuit, goulburn south caravan park, wanniassa, 2063, qld, 19480212, 33, 08 70312378,8547978
e7d36324-c6f1-467f-95a4-c560401066fe,olivrr,rees, 101, somerville street, , emu plapins, 2088, vic, 19930416, 32, 02 26815462,7864785
6d2b0a10-b06c-4030-a796-f7104b846382,chelsse,perin, 11, rowe plkace, , whalan, 4183, vix, , 22, 03 48813481,4034576
c7429bd9-31e7-42fd-b2e0-70537e6075f0,lautkn,noble, 724, abercrombieucircuit, , petrie, 4870, nsw, 19711006, 24, 08 18904610,4822659
e719a8e8-16c8-4c37-a5ec-5f5ab9ec1500,alexansra,thorp, 162, investigator street, wilding, cranbourne, 2615, nsw, 19850124, 29, ,3634747
5ca6013f-f1c9-424d-82fa-7b38a6b40c17,jogo,fitzpatick, 3, wallaroo road, kyeema, glenhaven, 2199, nsw, 19431209, , 08 35440843,2534393
d3595363-f081-4845-8acb-c35afb3f3690,jack,bagot, 13, albermarlvelplace, riverbend, broadmeadows, 2206, qld, 19680720, 31, 03 26850904,9832641
97e51274-67b9-48f4-aab1-57d5f24792e4,bella,robson, 2, , , tolwong, 3152, nsw, 19920530, , 04 69622952,2277012
6a738116-f9a3-484f-8b83-7dd7cee350c1,christopher,excell, 14, sid barnes crescent, , scarborough, 5241, qld, 19240512, 24, 07 90748124,2032691
59c96b1a-5c9b-470a-930c-e1bbecf2ffd5,seth,hanl, 17, colvin street, , ormond, 2444, nsw, 19780616, , 02 33754484,3394180
f468a33b-aa57-412d-8eb3-7e2b4e7d7902,kathlddn,tu, 20, lambrigg street, , artamon, 5087, qld, 19570523, 32, 08 19439978,6185680
36479ee3-080d-48cb-b2c0-7d233ded058f,stelio,dixon, 192, helemon street, , andergrove, 2259, nsw, 19970722, 32, 02 09180982,3780103
8a98239f-522e-4801-82fb-2562073aaac4,ethsg,ebert, 20, canberra avenue, , nowa, 2286, nsw, 19110518, 28, 03 44774011,8724935
4a985350-70c7-49b7-b6fe-daa78f57e40e,caitlin,clarke, 16, elkington street, , curambine, 6027, vip, 19607009, 21, 02 57269987,2908287
527278db-3458-4da1-95c6-3135535ecb71,danielle,blunden, 32, kellewayvavenue, , new berrima, 3122, v, 19838314, , 07 51172781,7680312
d05bb020-8284-4d88-9a3b-28ee4f98730b,mitchell,clarme, 28, glenmaggie street, , preston, 2146, qld, 19980605, 22, 07 19216274,4751342
580eff58-d944-4d40-9efd-20d6c4f59da8,samie,reid, 58, baume crescent, , mount leiza, 2689, vic, 19500531, 24, 02 46545154,5393215
c920f922-1c2d-41b8-bcdb-27a016275a0e,braeodn,buhagiar, 2, liverpool street, , pickering brook, 2220, vic, 19040026, 33, 07 09909022,2014925
f42db6bc-53de-453a-ac88-346817a5a3c8,henry,wooley, 57, barada crescent, warrina lakes, mount nelson, 3141, , , 10, 04 53734835,4731590
3b0d7a9b-25fd-46ad-b8de-bd6a53b6147f,harrion,thorpe, 5, keene place, wildwooods, padding tin, 2758, nsw, 19321216, 29, 07 21863775,6948811
9eecc539-f9a7-4eee-a2e3-15e5a52bbcd0,thomas,friebel, 15, anne clak avenue, , mount alford, 3691, nsw, 19720330, , ,4592873
8f5950be-473d-482f-bbe4-5953cc714508,tarnia,nosoma, 34, onkaparinga crescent, , surry hills, 2745, qld, 19190204, , 08 74819265,2430767
624d083d-c3ff-47da-aebb-8175eb037d00,tahkia,myues, 140, carumbi place, , ballina, 2197, viv, 19241116, 20, 03 52531377,3832113
6fa5a2b3-e5c5-4ddb-848e-8a7c2444e0e0,james,burford, 5, flanagan street, , toowong, 2620, nsw, 19390701, , 04 29242013,8680454
0bc0f59c-d819-4dc5-af84-b745dc4908f3,nicholas,matthzews, 57, greenoughecbircuit, lorne park, hobartville, 3024, qld, 19631024, 29, 07 07290642,6898096
fa7169d3-62dd-42f6-9d3f-1ae655acd8f0,roche,victoria, 3, de burgh street, medical centre, norhmead, 4017, nsw, 19270830, 24, 02 85716665,6015465
64d65cc0-4b71-4fe0-a45b-c69516f5a85a,alice,goldswodrthy, 6, balfour crrscent, , st kilda, 2650, vic, 19390312, , 02 41736232,2257708
403f3584-e952-46cc-a3ec-072ba5047f9e,jack,nguyen, 24, gilmore crescent, , spencer park, 2231, , 19936106, 34, 03 01042191,5381604
4fbcc218-66ac-4611-9afb-5bd5d1db05f9,saj,masob, 19, lambrigg street, , marmin, 4061, wa, 19170122, 24, ,7643027
cff12a84-2cf4-4ff8-ae65-1f565a3c0a99,miczh,hefford, 18, cochrane crescent, bonnie doon, north rocks, 2231, qld, 19990628, 38, 04 65671584,5100600
