person_id_A,first_name,surname,street_number,address_1,address_2,suburb,postcode,state,date_of_birth,age,phone_number,soc_sec_id
02378ccb-147d-4695-aad9-539c1ea1b42f,chloe,holyoake, 1, tullaroop street, , watsonia, 4655, nsw, 19151008, 23, 02 73130876,8312565
d93d9f58-262f-44dc-bc73-22e6d81d6b62,finley,pacey, 2, spafford crescent, la rhune, regents park, 6320, wa, 19440402, 22, 03 88902027,7387007
839836b4-8110-4c98-906c-085315bdd69f,jackson,danby, 4, ellis place, taramayne, rowville, 4870, nsw, 19470829, 40, 03 39690800,9370536
99f3dba9-ac98-48cd-9dda-5b57aba29f85,ella,degree, 11, hallen close, , park holme, 4670, wa, 19020912, , ,8961730
27728c24-5b7c-42eb-af67-c46b4f3b6d21,matthew,morecroft, 10, keartland street, balandry, moorabbin, 2194, wa, 19420828, 30, 04 98662851,4281468
bf7cebf8-0feb-454a-a80b-e732dab0dcbe,dayna,fitzpatrick, 5, lexcen avenue, , surry hills, 4370, nsw, 19300418, 19, 08 27335892,3848151
423f545c-5fbb-4a33-b8ca-6cfbce9662fd,simone,friebel, 325, stubbs crescent, hartz view, dulwich hill, 4078, qld, 19271217, 19, 03 34374534,1731169
b7e03a0c-ad5f-4b8d-9399-879cff697cf1,alannah,reid, 2845, o'halloran circuit, portal cnr hives, mitcham, 6215, vic, 19281223, 26, 03 26535006,7929157
7ddb3f6d-84a4-4398-be13-749ccabf3a51,caitlin,white, 10, marsden street, kilkarlen, point lonsdale, 2125, nsw, 19631004, 30, 08 50061016,6477421
f1f2db35-f509-472b-8c43-4105de2ea6d4,emiily,laing, 20, westgarth street, clear creek, bittern, 2640, wa, 19950910, , ,9657929
b975e0e2-543e-45a8-b813-44610693956e,hari,, 15, ellerston avenue, belongame, emerald, 2093, nsw, 19330207, , 08 51647668,6532234
9549d64a-f687-44f1-9ba7-f0c0588e6557,zach,white, 7, john russell circuit, holmeleigh, highton, 4311, nsw, 19970404, 32, 03 65505385,3621289
cfbacecd-28ae-40c0-b8e0-6d5e805b84ec,madison,schuster, 47, bonython street, , little river, 6019, qld, 19300122, , 04 67076875,8238332
bd4e5afd-7ceb-4a83-9cf2-0375f24d56cc,koben,clarke, 13, emily bulcock crescent, , beechboro, 4650, , 19621118, 31, 03 33287367,8800315
e385daf9-9800-44a6-be5e-4eedb6447321,victoria,quill, 24, templestowe avenue, greenbank garden, osborne park, 4350, vic, 19170422, 23, 03 44491471,1281696
6620f6ff-3565-4ecf-9e83-b503d0843fc0,jayme,godfrey, 43, phillips place, little forest, little grove, 0880, qld, 19660425, 33, 07 95997476,2012887
37572d08-e4c2-4806-8531-b3c65c9b5ce1,luke,easthope, 106, marlee place, , shellharbour, 2620, vic, 19141208, , 04 37041868,2870114
9eb0a604-e2f0-42e8-bdb7-05454c151b8d,lachlan-john,carcuro, 20, , country club, anglesea, 4074, nsw, 19681203, 22, 07 65555787,2086685
b4d74630-52d3-4e87-9967-dfdab1dfb224,keira,stephenson, 834, emery street, , bangor, 3400, sa, 19261213, 34, 08 60919694,1608003
06538dba-095e-4a61-8619-ec38e7e74326,finn,mcgregor, 44, melvin place, , ivanhoe, 4067, , 19411106, 36, 07 53702061,6168529
4d41c824-bfcd-4835-8785-cbe9bc5c925c,chelsea,emerton, 143, connell place, ridge glen, tiaro, 3104, qld, 19630529, 26, 04 24264363,5422024
29d5cc07-786b-40ea-9406-7021036177ee,emiily,morrison, 154, tangari street, homebrook, widgee, 3162, , 19571124, 22, 02 97869690,2502620
01da6772-6235-4bed-9fe6-471328a3f7c1,michael,liddy, 6, allitt place, wiangaree, cairns, 5033, , 19830815, 9, 07 67965423,5530683
30a12d3b-006f-49b5-a7df-baa4ec7f2ebc,jacqueline,paterson, 179, favenc circle, ridgepoint, currajong, 3976, wa, 19210208, 26, 07 04718281,8276334
ec705071-681e-4365-8e6c-f443359b55e5,james,wilkey, 32, knox street, connoisseur quarterhorses, deniliquin, 2594, qld, 19371001, 28, 04 35492875,8119654
40e65aa4-7d24-4524-811a-75b7edb13017,samantha,campbell, 8, allman circuit, , boulder, 4217, sa, 19990907, 10, 02 18386674,7950294
016bd95c-3645-4084-8147-88dff5587d0b,lucy,seppelt, 8, sexton street, , ferndale, 3096, nsw, 19730710, 12, 02 96074154,7505452
298a77e2-1ead-48c4-a68d-6560d0fd5264,shaun,shepherd, 160, bucknel circuit, , lockleys, 3029, vic, , , 08 51030765,5303306
7ef4ba14-3934-4733-acaa-68f3a790d9a1,madeline,stubbs, 7, gaunson crescent, afflexian, cloverdale, 3880, nsw, 19850316, , 07 47411728,5547112
ff99c931-2c9b-4fce-af3f-ed5b3ccc00cd,kayla,white, 60, green street, moorabbin golf course, killara, 3305, qld, 19540924, 29, 02 04517042,6815071
e1a23f4e-e4de-486f-a049-c236baa67059,ryan,lambropoulos, 90, pollock street, moline village, highett, 2600, nsw, , 39, 07 67858345,5669846
640f3dc9-f707-49b9-983a-4b0de1bab715,harriet,boyle, 5, carstensz street, , penshurst, 3173, vic, , 26, 04 84918081,5128528
50f57c46-c485-4a55-ac2a-af97eee93af8,tess,rafanelli, 13, strong place, ponderossa, laverton, 2204, nsw, 19080813, 38, 08 19560874,1630870
333eddfa-0c94-4d7a-8709-b10a3afa4f4d,,mcgregor, 37, frew close, villa 2, stoneville, 6725, qld, , 26, 02 28986701,1952169
98bd7556-7898-45ff-a61c-43d34ff42c2e,connor,lonie, 8, barney street, , monbulk, 4725, vic, 19561030, 23, 04 94634056,3585414
727ef993-4a0f-49e7-a8ba-ca4f08e14ef0,dominic,lomman, 10, casuarina street, mountain view village, oak park, 3226, tas, 19551228, , 08 60198585,3652113
5c3943d4-61cf-44d4-a3ce-4fbbc132c18d,ellouise,garnett, 26, wade street, dungavon, sylvania, 6107, nsw, 19841206, 32, 04 98524080,8908204
de5a17a0-1a0c-41ef-a4ba-aa39810bab4c,chelsea,portlock, 39, mawson drive, kainga, pymble, 3152, nsw, 19150220, 23, 02 59932184,8628569
c249e0f3-06b1-4627-87d3-6d075cdb6266,jessica,green, 117, ledgerton cottage, nr cnr school art, toorak, 6163, sa, 19560127, 27, ,9516133
df296cab-69b9-4f44-8bc1-363846e15c9d,shana,stephenson, 6, william webb drive, , berwick, 2076, wa, 19030408, , ,4114962
3842c964-fd2e-470e-8cc7-a3b491a2b33b,lucas,madigan, 74, hedley street, , mayfield, 6107, , 19430623, 8, 04 50945386,7872613
d6c10c1f-741b-42e7-8cf3-aac1e5ee2718,felicity,mcgilchrist, 21, paul coe crescent, , berwick, 3690, nsw, 19080905, 22, 03 35793225,2910547
9c34e593-a9c9-4fb8-bbdd-242da56c7bbc,madison,salcedo, 7, weavell place, , harris park, 0850, nsw, 19041111, , 03 94613998,8456148
5a5c3c4d-913b-4679-a005-8f1cb4800e6a,emiily,drymalik, 18, goldner circuit, , sandgate, 3695, qld, 19771114, 28, 03 36897268,2596082
07c9b53c-b104-4f38-8213-639b9441d340,daniel,forbes-ewan, 11, stuart street, , westmead, 5073, , , , 08 86181375,4405039
198111de-e449-4479-94a5-cff82fe0e504,sebastian,garforth, 90, kemsley place, , nedlands, 2825, nsw, , 25, 03 40204447,4253771
409ae89a-acdc-4e23-ba45-b5f3e92fd032,braedon,garcia, 11, ebenezer street, little pines, smithfield, 4216, nsw, 19050613, 34, 04 32665044,3059629
2028a746-4cb0-494e-951b-383c514f03e7,nicolas,mccarthy, 33, boree place, , camperdown, 3109, wa, 19180328, 21, 03 85132305,8888368
e7b13d44-5f08-4f1f-89f5-154581b5a342,emiily,caire, 29, chauncy crescent, , rouse hill, 5095, vic, 19620221, 19, ,8443144
af3e5114-44c4-4dad-bfc6-c947f2d16054,cambell,zepina, 14, apperly close, , north haven, 2103, qld, 19470602, 8, 02 09455603,9620548
b9b371c0-2876-4938-a751-486dd470a829,joshua,burman, 533, cockle street, , wamberal, 6025, nsw, 19010221, 25, 04 98588104,6004148
820ecd76-568f-4b2d-8be4-43d65a103b7a,jacqueline,mearns, 24, wolgal place, , canley heights, 5018, vic, 19300226, 35, 04 01915875,3003400
29bca983-d748-4342-9538-5c821ab7b8bd,michael,leslie, 18, conigrave place, isabella est, gawler belt, 2541, , 19210929, 8, 02 60385214,7318968
ae102b0f-389c-4474-be88-9a864450a12a,vanessa,ho, 10, larkin close, , noble park, 2227, vic, 19770930, , 02 25391352,5319007
678b28c9-d6e6-40ca-8073-a4bc5a1bf3de,jack,shepherd, 1656, ellen place, , narellan, 3165, sa, 19661010, , 08 02272432,6199837
25d86681-2141-44f9-8a59-a0ff11464b9f,mia,dunstone, 25, barton highway, elura homestead, moggill, 2304, wa, 19631230, 24, 03 57171340,2330445
2bb400ac-bed9-43e5-8fdb-dee767361d14,nicholas,mason, 5052, waratah street, galveston, revesby, , vic, 19901222, 30, 07 37570794,9995798
ccdeb029-0a05-4104-8a5f-fcee4dd4d370,lachlan,ayres, 60, mcconnel crescent, drumwood, cleveland, 2340, , 19710501, 26, 04 79918853,3725017
b4d13654-e79b-465a-9c05-3eeeb7814bae,amy,bishop, 44, lander crescent, ettrick, penrith, 2602, vic, 19031223, , 04 02572543,9855088
84e31db9-a230-498d-aa40-b1a28215bfae,jack,wang, 135, kirwan circuit, garden flat, green pigeon, 2474, nsw, , 28, 08 80351725,8835730
afe22439-1624-4c51-a66e-6a2ecc9b9035,hannah,mccarthy, 28, steele street, , blackburn north, 3931, qld, 19110925, , 04 46695621,6396264
4aeec456-a5b9-4f7d-bce4-5fbe8d7ff5eb,sam,plane, 24, fisher street, highland park, kellyville, 2170, vic, 19930405, 27, 03 94291852,9241063
20b64fbf-f29b-428a-b93c-d0054a5ab0e5,mia,hope, 5, hannan crescent, , glenelg south, 2770, , , 29, 02 95187662,2579448
0e17f82d-f9e2-437e-ba7f-7041a110b4b5,daniele,ranson, 22, embling street, locn 33, railway estate, 3124, , 19970328, 29, 03 64927688,2094002
b20fa6c8-da2b-499b-9f9c-33ed611c3678,bethany,tossell, 27, gouger street, , craigie, 2165, qld, 19771006, 38, 04 32208129,6026518
7c48fe57-d67f-4b87-b215-ae132df4d848,chelsea,cannell, 67, john cleland crescent, , paddington, 3233, vic, 19291126, , 03 54478830,1299154
11e867d6-c97f-40f1-a606-07e3d6b41b8a,nasyah,cannell, 21, howitt street, , avondale heights, 3842, qld, 19631010, 26, 08 82603750,3998696
600afe13-87d8-4338-b5dd-9fa2a552ba3c,gus,joannou, 12, moseley place, gordale, adamstown, 2336, wa, 19040506, , 08 08239145,4991860
4942d942-284a-4784-ba13-b14b2fe0e2b5,benjamin,alexander-grieve, 9, duffy street, rowethorpe, summer hill, 3189, qld, 19270131, , 08 61454860,5960729
490e709b-0bb3-49f6-bd92-e26aacf2cbe7,kirra,campbell, 104, bardolph street, warrol, hoppers crossing, 3071, qld, 19961220, 26, 08 13563835,8780447
ff3f2927-5571-4d7f-af39-bac7f7f4ad6a,gemma,paterson, 2, launceston street, , patterson lakes, 3160, vic, 19730508, 33, 04 92887197,5459183
d759b375-52af-4eec-b067-109bde08f33b,shae,mason, 50, allan street, athlone, port pirie, 6162, wa, 19271104, 31, 04 40029434,3739459
49dee283-0649-41cb-a01a-8ab43d45c950,kylie,blake, 10, stace place, wanding, wyoming, 4301, tas, 19970131, 44, 02 84766363,2809681
3160f4a9-b0a2-498f-8493-e2b32fcc5b0e,adam,nguyen, 6, westgarth street, tigers hill, st albans, 3170, nsw, 19400202, 30, 03 86436186,3276877
a34db102-bee8-4092-aafe-311095bae593,imogen,arulanandam, 7, haverfield place, , woolgoolga, 4650, vic, 19680605, 34, 04 44773811,5900963
8f3282a0-5c9c-46ec-8734-87ecfabc5526,noah,clarke, 29, macarthur avenue, , o'connor, 3363, tas, 19540318, 28, 02 80765624,5281219
aa64fd3b-1934-4a35-bdc3-eef5f50bd6ed,luke,bishop, 8, william wilkins crescent, , booval, 2250, sa, 19070707, 28, 04 90961421,1657189
cc5b67bc-368f-4faa-8761-49a83c83c167,zachary,campbell, 9, collier street, , ballarat, 2358, qld, 19680817, 29, 03 31472270,3297152
b8fcf3f3-57fc-4b33-acb4-e9a17664602f,fergus,reid, 269, cutlack street, , swan view, 3125, nsw, 19830211, , 04 01328883,2149740
212989d4-c79c-46d9-8d73-b28af4c374c6,harry,sar, 1, menkens court, carrington retrmnt vlge, coffs harbour, 5041, , 19971004, 33, 04 93124245,1623534
eb3d055b-d7de-49c0-9fe3-e479c4e879bb,desi,droegemueller, 27, edmondson street, wambanumba, valentine, 2035, qld, 19040201, 29, 04 08718190,3606583
c6fb991c-7bbb-44b0-aebf-967c9b196649,phoebe,karakoulakis, 15, sherwin place, , mitcham, 2338, nsw, 19411223, 33, 03 53395603,5521525
00c27a2d-96bd-44ec-8ca1-e65d6d046fe6,kiria,alves, 31, woralul street, abbotsley cottage, vale park, 2571, nsw, 19340207, 7, 02 31712740,2594287
5a679034-68db-47da-a753-141b6953d8e0,benjamin,lowe, 11, malcolm place, murga ridge, bar beach, 4069, qld, 19100103, , 08 18209964,3354266
c6a81466-7bd5-425e-ade5-9773d93612c6,xavier,purdey, 44, blamey crescent, , port macquarie, 3350, qld, 19550926, 24, 04 18029078,7538987
7ab4e5cd-2243-4c88-8d92-5fe58ee5cea4,marley,boxer, 624, cobbett place, kooltuo, wellington point, 7331, vic, 19530218, 29, 03 41618221,5294516
83e73a15-f345-445b-8947-48e58b4b7373,jordan,maier, 44, shumack street, , orange, 5070, , 19771128, 6, 04 89787858,8916980
d577f0ee-53f7-41d6-be3d-a1403994a8c3,georgia,teague, 61, caley crescent, white patch, mount warren park, 2199, nsw, 19880912, , 08 92140261,2686137
9fa21134-0c45-4290-9f60-573917255910,kayla,lette, 49, paul coe crescent, , bullyard, 3564, wa, 19200706, , 04 31968090,2082601
8a09c6ec-445e-4c6c-88e3-85746282a454,kane,jessup, 13, huon place, , knoxfield, 2614, sa, 19390312, 33, 02 41513192,5058567
d34f7b18-ef24-469a-b700-9c996fe27172,oliver,cioffi, 29, landale place, toombali, revesby, 4865, vic, 19771006, 32, 03 10874217,4936789
a871f5b0-2b6c-43ca-aebc-5579efb5018b,jayden,salcedo, 89, covington crescent, naranda, canterbury, 3123, qld, 19750214, 30, 07 67855185,4075383
0ddc210a-3feb-4954-b310-0e993d5b5a63,taylah,arthure, 49, howell place, , dirranbandi, 3820, qld, , 29, 03 96222138,9694057
d0730515-984c-4208-aae9-ff0285325a8a,jacob,dudley, 146, ellerston avenue, kulcutra, hackham west, 2046, sa, 19591214, 31, 04 00319537,7903305
1b349b9d-07d3-45d8-86d7-5d6ebb43b682,anthea,headon, 10, pieman crescent, , woollahra, 3621, nsw, 19580803, 37, 04 27544014,2600204
f3945b20-e358-4cf0-a9ea-9d95fa944e40,sophie,mazzone, 3, northbourne avenue, , alice springs, 3810, vic, 19531023, , 04 09368058,5383106
6a35305f-b2de-4327-839a-e916c9413c00,natasha,shelley, 17, condell street, , clare, 2528, qld, 19390728, 31, 08 75569359,7373924
6e034536-83b0-4344-aaeb-be606d52c0d9,ellen,blows, 21, burn street, c/o post office, colonel light gardens, 4507, act, 19810807, , 08 22519790,3071435
2b53fa13-981d-4498-9580-e6c3081bcc27,jack,sindorff, 9, finn street, kurrajong, valla, 2170, vic, 19400307, 9, ,4467035
916e05df-d697-48cc-9010-7eedbc353a90,joshua,dreckow, 9, abbott street, port 3 kroombit, corowa, 2322, qld, 19970120, 23, 07 40688710,3469807
a455473f-c35d-48a9-a827-d84bf66a52e6,olivia,ivar, 15, mansfield place, glenhurst, marsfield, 2153, nsw, 19110607, 22, 08 95334215,6790807
84f7c458-8542-4572-9454-99b835288381,william,webb, 4, wisdom street, padgee, mount isa, 2790, vic, 19460520, , 07 41419554,6692852
aca732bf-5e5c-4e49-95e0-79be8a782b34,samuel,coffey, 12, boronia drive, evergreen, coffs harbour, 3802, qld, 19081120, , 04 70246071,5080682
768d0439-740e-4fd2-aeab-708b1f7c8ae1,kieren,gazzola, 8, monaro crescent, , preston, 5034, vic, 19180731, 30, 02 48494519,9164909
07e9ff4c-41bf-451f-ae98-cac73f9fea0a,lewis,grimaldi, 27, jerrabomberra avenue, willandra village, highbury, 4306, vic, 19990421, , 03 00494805,1513024
724e713e-b843-4907-8784-3f9c7d8c767a,jayden,paterson, 3, bennelong crescent, , joondanna, 3146, nsw, 19640419, 35, 08 31492705,5311761
fe75c479-1d3c-43da-91b8-a975b0deb274,amelie,moody, 13, katherine avenue, , penrith, 5000, vic, 19410325, 31, 04 40398169,7526996
b2171f80-474b-439c-ace1-b23de4018f6d,chelsea,nguyen, 16, stonehaven crescent, , goonellabah, 2161, vic, , 32, 02 04973580,4293576
61b52d95-73dc-488a-a22f-c7515b7a35a3,amalia,ryan, 18, coningham street, rowethorpe trinity hostel, forest glen, 2114, vic, 19490224, 40, 02 39336730,6036327
85bfff40-8821-4834-999b-a625c875c168,alannah,hare, 270, max henry crescent, , nowra, 4066, sa, 19660610, 21, 03 24243645,7938165
f1fecf89-7dba-4eea-af41-806344de163e,tyler,chandler, 11, mayo street, , sandy bay, 4065, nsw, 19460920, 28, 04 36397228,5231697
66f4ed3c-eaed-408d-b3a0-d024bb8e06ef,trey,churches, 16, jewell close, , swan hill, 5074, vic, 19461111, 28, 04 55904202,7903020
4406352d-7395-4841-8283-ebd4dbcb8388,nicholas,miezitis, 338, jess place, llangollen, ormeau, 4812, nsw, 19961006, 32, 08 48923474,8095694
72558bcc-3141-4826-a3a8-5ff23efe6b91,bailey,coldicutt, 6, chapman street, kilfenora, kingston, 3031, sa, 19040116, 13, ,9959043
9c8aaf30-d887-439c-8d82-164083875086,silas,matthews, 7, darambal street, , normanhurst, 4350, sa, 19140525, 33, 02 53153891,8744027
ddcbc05a-0bc2-4c95-854d-a7783d7612bf,liam,frahn, 16, , , joondalup, 6562, nsw, 19540430, 31, 07 32086539,5060560
9db18414-ddc8-47a4-b361-31dafbcb1d46,caitlin,maynard, 4, earle place, , canterbury, 2085, nsw, 19501101, 31, 03 23845434,9197756
f08a0611-5176-4158-9192-f5533f088ec9,erin,cochrane, 9, beatham close, , , 6110, nt, 19240516, 25, 04 50007367,8622922
e2362cb2-bfd7-453e-b4fe-52fe416bb835,heath,webb, 59, wilshire street, matilda blue, white hills, 6367, sa, 19581216, , 04 87439883,3420937
18fe865b-cc45-4b1d-bfa6-ee42dd419c11,charlotte,white, 79, macarthur avenue, , maryborough, 3231, nsw, 19761011, 28, 02 57831342,6674427
9f0afd16-ffcd-458d-828d-e1af54f7f18d,taliah,miles, 17, , , banjup, 5062, nsw, 19761215, , 04 10053616,8707522
f436a827-f347-4412-9653-8bf795c11919,hannah,neumann, 512, leita court, , berala, 4655, nsw, 19700512, 38, 07 10166837,1958374
409c43ac-a36f-4727-bbc0-d3bad1f9b831,thomas,friebel, 181, anne clark avenue, , mount alford, 3690, nsw, 19720330, , ,4592873
03f716bd-4423-47ac-988d-3c56b146c8ab,matilda,lock, 15, bamir square, , dora creek, 3016, , 19261102, 33, 02 30667783,7582530
fb9fc2bd-3c54-4920-b59e-eda98b677b4e,natalia,dunnicliff, 287, chandler street, , waterman, 2164, nsw, 19920207, 12, 03 26221524,7819815
ed88c22d-0e46-41c1-8d96-834d20fc8325,kyle,linssen, 51, , , mount isa, 2165, nsw, 19901107, 22, 08 99462886,4995467
91802e9a-5b0a-4838-ad2a-fe7630ca0d67,caitlin,green, 33, meacham place, , augathella, 4870, nsw, , 35, 03 34630396,5023520
becd474c-7af2-4cc4-bbc5-fcf2e864fdb2,anita,campbell, 21, jaques place, , northgate, 3523, nsw, 19250814, 35, 07 62970622,7926101
46524b5e-5aab-4d74-b760-f5c9f4444e00,alicia,kammermann, 35, lambrigg street, , windsor, , tas, , , ,3163416
bc5899b6-d37d-4f72-ad3f-2bcf10fda33e,jonathon,matthews, 1582, currong street, , dromana, 5042, vic, 19881221, 33, 07 16566484,2953575
eb25d2f3-891a-4699-a4a3-b1c1f6ed9b41,harrison,hoffman, 50, hawker street, mansfield park, hastings, 6280, qld, 19690103, 30, ,5187950
8750ab42-6549-41dd-9d0f-a17903004bd6,isabella,ryan, 2, yantara street, terrace caravan park, miami, 2575, vic, , 27, 04 83818424,1376151
011d0764-bd87-400a-ac5d-2fc2b30fb6a0,taylah,stronach, 29, mackay crescent, specialist centre, berwick, 6167, , 19700130, , 02 61653096,6362224
212eb617-3fae-447a-b810-740b1c67aa00,shantal,passone, 64, henry street, , kirrawee, 5600, nsw, , 31, ,9840196
1fa4f914-269b-4788-929a-2bf46414b124,ruby,clarke, 118, cradle close, blue hills, mount annan, 2250, qld, 19720414, , ,9534169
2310b522-d8e5-4f09-be26-bfc649c2ce27,kyle,razborsek, 153, blandon place, , highbury, , tas, 19370406, 30, 03 41671284,4845378
80aa040b-543d-4b4d-856b-0f2a042e249a,isabella,burdin, 21, clemenger street, , franklin, 6163, vic, , 9, ,8243607
01effa9f-08c6-40e9-b76d-f74226dab532,charlotte,spargo, 18, glenorchy street, , caulfield, 3199, tas, 19780921, 35, 08 97159298,2788297
0287e30b-8a05-41f8-9f8a-e9ddc0e5e08c,connor,hyland, , cossington smith crescent, mostyn on the park, leumeah heights, 5072, nsw, 19291114, , 07 92167277,9905625
2ef3af9c-eac4-4d5d-80fe-cd58f2b6132f,robin,taglietti, 6, jansz crescent, linton, altona meadows, 2558, , 19730203, 30, 04 78080278,3016368
99c39834-bb83-4641-893f-f99009538d9a,,bloomfield, 2, goldner circuit, , ulladulla, 2430, , 19440904, 24, 03 01942542,6113763
abcd0f28-a906-4620-a841-cb3f5b56e865,ebony,everett, 39, pennefather street, ashlea, abbotsford, 3109, , 19231120, 27, ,2334396
b52f63ac-fe5c-4a3a-bdf1-c4cd413ebbe7,andie,horkings, 2, gairdner circuit, , orange, 2825, qld, 19870301, 23, 07 93910505,8640736
ecba46e2-d287-4924-bf4d-bf359efeda04,seamus,butt, 28, ross smith crescent, shopping centre, surfers paradise, 4304, nsw, 19231110, 22, 07 76252181,3412033
450acd15-752c-4756-9d2e-d1a0a2f3968c,natalia,teague, 1, bourne street, belaradah, kilsyth, 2650, qld, 19460603, 25, 02 80515099,1374148
67a6d818-9b73-4e1b-a3ae-b44437fb0048,kate,bishop, 2, newman morris circuit, university shores, alberton west, 5163, sa, 19910424, , 04 72330629,2576932
33fc22c5-f5e3-46ca-a562-87017530e4db,talia,manson, 42, ashkanasy crescent, plantation caravn park, greenacre, 2219, vic, 19660113, 26, 03 20150569,1700348
db62cf6a-88f4-429e-8677-fde434446f60,rhett,thorpe, 39, jervois street, jacklin park farmstay, albany creek, 4211, nsw, 19420607, 33, 04 18141543,5997818
66088229-191c-42f5-a5df-1954b9b348cc,,bishop, 86, marrawah street, aird, ryde, 5092, nsw, 19200325, 29, 04 47151859,9457960
9f98e816-f7dd-4b40-b086-87411324b013,kayla,gade, 7, henry melville crescent, cullinda, karalee, 2774, wa, 19660715, 20, 08 94053308,2110020
f9a6a50e-a20a-4ab5-ad37-1dd17496a4e9,mikayla,white, 57, lee-steere crescent, brentwood village, waverley, 5025, vic, 19620509, 30, 04 56773909,9068623
f52cbbf7-6e0c-4c24-8c6a-60392247d341,luke,soovoroff, 64, barlow street, , hughes, 2021, vic, 19470325, 27, 04 20974438,9883117
84570ee0-7b23-4008-803c-450dd6ba19f4,lukas,hoffman, , port jackson circuit, danric lodge, broadbeach waters, 3155, nsw, 19341026, , 08 28151596,6240743
464e2547-72cd-45d3-852e-913f0ea1360e,amelia,pyle, 80, bural court, , yamba, 4178, vic, 19990313, 40, 02 24250511,2887979
1d6a7530-67a6-4c9e-a45f-e26624dfbfea,jaxin,kempton, 84, audas place, cypress gardens serviced apartments, greenwood, 2477, wa, 19270308, , 02 08458511,2582028
843ba741-8f7e-45d9-b41c-82ac2164c7a4,chelsea,miles, 301, pethebridge street, , palmview, 2212, vic, 19240308, 39, 03 41529789,6632471
862e0ee1-8711-4823-b992-62428ef3c9c0,makayla,brock, 33, quiros street, emerald garden, coolah, 2263, nsw, 19451115, 30, 07 87234552,7573307
f0c02df5-0460-413e-9c07-55b069802db6,jett,blake, 14, canberra avenue, , warracknabeal, 6111, qld, 19970720, , 07 27254431,3189835
db62302e-7b5a-4601-8c84-2de103cd88b1,james,robson, 19, goodwin place, allunga, south melbourne, 2047, qld, 19370419, 29, 07 53724622,3398963
6281b704-b63e-4b2b-a126-c123fdf22ece,nathan,tsokas, 13, , , williamstown, 4214, vic, 19600223, , 02 81173460,5876994
c6c42752-97e6-4ac9-89a0-f8553c88a5a7,kade,havelberg, 26, clive steele avenue, , adelaide, 4870, vic, 19961023, 38, 02 42477066,9187945
6a736480-0adc-4a2f-817c-7156140e1721,matthew,guarino, 21, de little circuit, , shoalwater, 2000, act, 19600513, 32, 08 62420831,3238634
4931c684-0b4d-4101-93ac-73d04ad619d7,jacob,sindorff, 17, calder crescent, , st albans, 3631, nsw, 19111221, , 08 22976582,6469552
56105981-8c4e-4b05-b361-c6a72b70ee9e,miranda,tebb, 11, learmonth drive, , rosewater, 4215, vic, 19530826, 29, 08 37354399,8067754
ff472835-f5e9-4850-8ba2-f0479d1775da,thomas,karakoulakis, 169, murranji street, , davistown, 6517, nsw, 19501022, 24, 02 05527249,5864428
e6fe6e7b-ede6-4164-9739-4d564f7f53e7,portia,reimer, 27, poynton street, , black rock, 5343, sa, 19460724, , 02 13585892,7727980
e358fad3-b53b-4409-b587-c5d13e916ef3,jessica,clarke, 4, bush street, , cecil hills, 3186, vic, 19580326, 37, 07 27669027,3541354
e336de96-5e31-49bb-ae37-29998e015fbe,charlotte,nguyen, 29, sulman place, , mentone, 4067, vic, 19330219, 24, 07 35981000,8401992
943d9173-0952-435f-a93a-f2ab4a59cdcd,jessica,agius, 1, petre place, , lindfield, 3806, , , , 08 98914897,9634174
099278ea-4fb2-48d4-aa59-20642db5f9d4,ryan,crouch, 1068, darke street, , blackheath, 2164, sa, 19180327, 28, 02 56937504,5448791
00772b67-20c7-422c-8767-204426d27f5f,sarah,campbell, 102, osmand street, , mount eliza, 5162, , 19170210, 22, 07 07867005,3470359
97f43a7a-1c05-4448-814c-e64131b258a6,alexandra,stanbury, 162, myall street, , hastings, 2065, qld, 19590928, 33, 08 50922739,6107223
a15ae3f1-1935-4a54-a385-97acd7c64cbf,tara,mason, 33, want place, , crescent head, 4350, wa, 19540627, 8, 08 79973189,9931170
c83bc2ad-8ce8-4918-98e5-17798919fa8d,megan,rees, 17, waller crescent, , dapto, 2768, act, 19840217, 20, 03 87315839,7916093
6908f728-e230-414c-a6db-f33d8d22b9b6,anton,webb, 108, lapsley street, , eleebana, 3002, qld, 19331225, 27, 03 34804591,9741567
3890336a-c600-45bc-88d1-3a8358b64f53,lachlan,reid, 25, enderby street, , daw park, 4034, nsw, 19200607, 25, 07 84351283,2115697
aa49013f-78fd-4cc9-8877-3c723b865ba0,jordan,waller, 10, fitzalan street, , redhead, 3128, sa, , , 04 56132264,7431960
7ddd1ceb-b358-4d3e-a3e5-aa46365f502a,jassim,berry, 20, damala street, , kangarilla, 2530, nsw, 19240815, 30, 02 00592101,3721032
ecc85404-4ce1-4973-8b36-6997cfec0ac7,anthony,heyer, 79, , raffa estate, brighton-le-sands, 2795, sa, 19440829, 38, 08 11309815,3007095
d286ff8e-afb3-4c8c-be5e-5ab67978c6de,nathan,, 7, mileham street, , highton, 7310, vic, 19730118, 35, 03 33401578,8741611
2bb4a968-aa89-4a54-8695-e06c6ccd80ad,charlotte,wasson, 25, balfour crescent, , murray bridge, 3123, qld, 19990220, 41, 08 83970700,1269256
6c0ae9f2-3c4d-4023-acf4-7836e4701209,declen,skandamis, 2, mclachlan crescent, willandra village, craigmore, 3166, sa, 19331025, 29, 07 01586218,6671248
